instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,year_name,weekday_name,temp_c,atemp_c,hum_pct,windspeed_kmh,temp_group
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Winter,Mist/Cloudy,2012,Mon,15.61,18.78,62.33,15.75,Mild (12-22°C)
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Winter,Mist/Cloudy,2012,Tue,15.34,19.03,68.5,5.54,Mild (12-22°C)
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Winter,Clear/Partly Cloudy,2012,Wed,14.49,18.24,61.38,6.92,Mild (12-22°C)
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Winter,Clear/Partly Cloudy,2012,Thu,13.94,17.52,58.04,3.54,Mild (12-22°C)
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Winter,Clear/Partly Cloudy,2012,Fri,15.1,18.94,56.88,9.92,Mild (12-22°C)
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Winter,Clear/Partly Cloudy,2012,Sat,11.41,12.44,40.46,25.25,Cold (<12°C)
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Winter,Clear/Partly Cloudy,2012,Sun,10.08,12.88,46.83,10.08,Cold (<12°C)
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Winter,Clear/Partly Cloudy,2012,Mon,12.85,16.95,53.54,3.13,Mild (12-22°C)
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Winter,Mist/Cloudy,2012,Tue,11.96,14.08,78.67,15.92,Cold (<12°C)
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Winter,Clear/Partly Cloudy,2012,Wed,12.16,14.49,50.62,14.13,Mild (12-22°C)
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Winter,Clear/Partly Cloudy,2012,Thu,11.52,14.92,55.57,7.74,Cold (<12°C)
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Winter,Clear/Partly Cloudy,2012,Fri,12.23,16.19,64.96,3.92,Mild (12-22°C)
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Winter,Mist/Cloudy,2012,Sat,12.23,15.85,80.67,4.0,Mild (12-22°C)
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Winter,Mist/Cloudy,2012,Sun,14.25,17.96,82.33,8.33,Mild (12-22°C)
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Winter,Clear/Partly Cloudy,2012,Mon,18.55,22.79,76.75,5.54,Mild (12-22°C)
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Winter,Clear/Partly Cloudy,2012,Tue,19.51,23.45,73.38,11.67,Mild (12-22°C)
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Winter,Clear/Partly Cloudy,2012,Wed,17.97,21.4,48.5,21.71,Mild (12-22°C)
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Winter,Clear/Partly Cloudy,2012,Thu,10.49,12.91,50.88,11.71,Cold (<12°C)
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Winter,Mist/Cloudy,2012,Fri,13.15,16.1,76.42,8.75,Mild (12-22°C)
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Winter,Mist/Cloudy,2012,Sat,15.65,19.48,91.12,6.79,Mild (12-22°C)
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Winter,Mist/Cloudy,2012,Sun,15.75,19.51,90.54,10.58,Mild (12-22°C)
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Winter,Mist/Cloudy,2012,Mon,17.87,21.78,92.5,12.75,Mild (12-22°C)
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Winter,Mist/Cloudy,2012,Tue,14.49,16.92,59.67,19.83,Mild (12-22°C)
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Winter,Mist/Cloudy,2012,Wed,12.2,14.87,53.83,10.92,Mild (12-22°C)
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Winter,Clear/Partly Cloudy,2012,Thu,12.13,14.71,48.58,11.67,Mild (12-22°C)
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Winter,Clear/Partly Cloudy,2012,Fri,11.55,14.71,64.29,8.79,Cold (<12°C)
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Winter,Clear/Partly Cloudy,2012,Sat,13.29,16.92,65.04,7.13,Mild (12-22°C)
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Winter,Mist/Cloudy,2012,Sun,14.86,18.5,83.88,6.75,Mild (12-22°C)
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Winter,Mist/Cloudy,2012,Mon,16.13,20.08,90.71,6.58,Mild (12-22°C)
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Winter,Clear/Partly Cloudy,2012,Tue,16.84,20.49,66.62,14.83,Mild (12-22°C)
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Winter,Clear/Partly Cloudy,2012,Wed,13.63,17.11,62.54,12.33,Mild (12-22°C)
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Winter,Mist/Cloudy,2012,Thu,13.53,16.76,66.79,8.88,Mild (12-22°C)
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Spring,Mist/Cloudy,2012,Fri,13.39,15.09,55.67,25.08,Mild (12-22°C)
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Spring,Clear/Partly Cloudy,2012,Sat,10.9,11.81,44.12,27.29,Cold (<12°C)
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Spring,Clear/Partly Cloudy,2012,Sun,10.08,12.97,51.54,8.92,Cold (<12°C)
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Spring,Mist/Cloudy,2012,Mon,9.48,12.94,79.13,5.17,Cold (<12°C)
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Spring,Mist/Cloudy,2012,Tue,11.94,14.72,73.48,11.3,Cold (<12°C)
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Spring,Light Snow/Rain,2012,Wed,9.98,11.02,82.33,21.21,Cold (<12°C)
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Spring,Mist/Cloudy,2012,Thu,10.42,11.33,65.29,23.46,Cold (<12°C)
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Spring,Mist/Cloudy,2012,Fri,10.39,12.75,59.0,10.42,Cold (<12°C)
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Spring,Mist/Cloudy,2012,Sat,10.39,12.12,75.29,8.33,Cold (<12°C)
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Spring,Clear/Partly Cloudy,2012,Sun,10.49,11.58,48.33,23.5,Cold (<12°C)
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Spring,Mist/Cloudy,2012,Mon,8.85,11.17,57.75,10.37,Cold (<12°C)
